,chroma_0_mean,chroma_0_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_centroid_mean,chroma_flux_mean,chroma_max,chroma_min,chroma_spread_mean,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,onset_rate,spectral_centroid_mean,spectral_decrease_mean,spectral_flux_mean,spectral_rolloff_mean,spectral_spread_mean,zcr_mean,zcr_std,CLASS
0,0.34293825554101676,0.26101503198500153,0.4124320373740328,0.29339248864739675,0.40203168758035196,0.28866130089600717,0.3788425535542334,0.2597631423877149,0.6523670914080434,0.3107187436937897,0.4389020626495255,0.31432599564304703,0.46766199472196907,0.346451103083158,0.28925112803832903,0.27003420855542243,0.5117150325142708,0.34802294718097465,0.48920439509050095,0.36233808747605084,0.3392490241434989,0.2507753250269922,0.27856450613878925,0.2205645647934945,0.5724059249253148,0.484430696072175,0.26795990675728404,0.12365191455674004,0.6241033203191675,0.4784640566401379,0.10040908329326281,0.6615859149897516,0.15931461276721504,0.4624497618119787,0.14449695471349816,0.52306471090293,0.11969589423782143,0.7253763445300263,0.35802536399853163,0.787298786069772,0.5478012678684392,0.4111153765029423,0.4573338097128559,0.4760836867072059,0.33854795129534043,0.4790375421837352,0.2002841452733114,0.3231522035058572,0.15045843330119163,0.5459086323550972,0.19713637534935957,0.2537895052345939,0.1119346393502626,0.44528216355477507,0.3359649657529608,0.8889113270472361,0.4589765933872311,0.22633744855967083,0.05827553444606042,0.3315248939595907,0.2336555467626508,1.0
1,0.4616745973539044,0.6450767165575967,0.4887756955380421,0.3565007331224617,0.16698840833064318,0.1149746453837717,0.5110241359070218,0.3301607276902883,0.4277498511277156,0.27651394684057157,0.28720331072853716,0.24756368175404436,0.3604858866696069,0.14910922267228277,0.242816047153746,0.16434356748312276,0.18107940429256095,0.08120261453124815,0.15131266149823816,0.07693994404735395,0.23468481164321894,0.16281179993419548,0.46930584907057066,0.42824931881049416,0.5158662689900106,0.2555265533103636,0.20860257636512847,0.04862577140791813,0.6136720198746852,0.5025578221132678,0.10743300288635671,0.4653791772876269,0.38935259852356824,0.47434667804492975,0.4192422768656014,0.3663357098175517,0.2488428806659392,0.3509489564477788,0.31238766805529034,0.5638001187542168,0.15172259774085944,0.5473153624750694,0.19645369021646292,0.6488545037627432,0.18724013581795396,0.6099240183851209,0.08052151236585159,0.2836303668067378,0.1785569803820256,0.5669317734674462,0.23849721927951273,0.27497283597507166,0.1474203251801,0.47608784782586017,0.5387808497639981,0.805489021368053,0.2551208922769812,0.41975308641975323,0.2075568229759728,0.564460806259065,0.44000082473950886,3.0
2,0.05285455706022187,0.04026266623876388,0.058434704140100366,0.07887152073040762,0.0382884166812318,0.029383322196261552,0.053298727398355755,0.05093044559548797,0.06786990359447867,0.05131317957492263,0.05297209161071101,0.03032232938646922,0.08465580089225883,0.06786813626848534,0.08604495623067951,0.11058072703726587,0.09533643551643468,0.07253715376970482,0.1140291389239122,0.1320262770704646,0.08062097736794535,0.07834028344913019,0.05288225589544522,0.05685185673902855,0.5094369563856156,0.07150567429352375,0.07934652221111008,0.029138302225094545,0.4747732811571079,0.54237705846052,0.10060668163936731,0.7912019755956161,0.12276867441678185,0.6018891215236254,0.14656283101695633,0.4483274448466195,0.12848631722872592,0.8591018685351269,0.6240628849101153,0.5452102077982399,0.5332488307598895,0.8040317162456696,0.4200661417111607,0.6284772396302734,0.335765933352848,0.8932912578091368,0.29064989602957625,0.46840937574921854,0.2726582905034688,0.7894874858759733,0.18169070428870293,0.3921922590973865,0.08220271487979525,0.09521756956517204,0.06485835185178125,0.40908900789167746,0.06480962359575607,0.057613168724279865,0.03159613384878531,0.031448943576972865,0.16579080837921154,1.0
3,0.1185384628719944,0.10067180981275159,0.02261364913902819,0.01825121688027867,0.03988765800176548,0.020646361637567258,0.05461050212785984,0.029928119474154462,0.07046537423362476,0.0367157768715714,0.034714051315928904,0.01722422861063644,0.07240858815680501,0.06131360466228909,0.03635776543827517,0.04565703477049382,0.056247397810742464,0.07219066699940706,0.1686407365228262,0.3991114286084119,0.05087694684006958,0.06176518093388361,0.04381789932960799,0.03930939182945169,0.4289178256215658,0.044357363050286445,0.2009509654462785,0.007919976402756736,0.6913926351210915,0.43173919409829853,0.3831355150903051,0.5484599288182371,0.31311893280763975,0.43703317798629693,0.39839131151640067,0.5734573157143106,0.3808685563445017,0.8040700677420555,0.35947869086796297,0.6358642995339566,0.15920265596270194,0.32011403795859295,0.442793889630474,0.5829233898516166,0.21344757264178482,0.6950459345463857,0.19374196053667458,0.6396190623194002,0.16606733213092362,0.49721251068279637,0.2362811524430496,0.3321878366337431,0.18113445885891427,0.09241705281325521,0.24274012423582964,0.6218507750323241,0.029335608695656178,0.2674897119341565,0.06309346835528952,0.10902591636934714,0.14193202481959935,0.0
4,0.20545319698838252,0.09397833696032334,0.09218719100716151,0.05555592103597425,0.09595293888511437,0.034331263487901546,0.15559148890207158,0.059774643334525604,0.14618878475926758,0.05258092266856367,0.1168346597219962,0.06948959447112138,0.14170928140832617,0.05248508144237367,0.12749265282091446,0.09506694667701482,0.11904480086028374,0.04701236028396784,0.14666005968926496,0.11045661268691451,0.09554039816089033,0.054145954059693344,0.07874918084613639,0.04998333196781542,0.4143682092490568,0.12101652294131726,0.07064749455325395,0.020573443965790344,0.7760699151556769,0.6003628965185386,0.081144303583427,0.8739802861796275,0.08444017406497317,0.5766693063445593,0.14757717492290645,0.44261967135730845,0.1431879071988659,0.8676582037739529,0.43932389883324335,0.48588458093884646,0.5117037805029392,0.33731535489395303,0.44881052618152134,0.6227278087853728,0.42150473647134834,0.7865167433933666,0.2801471531290419,0.6024194462608936,0.07781665008898614,0.6701315439676497,0.1920172072125822,0.4786869896938036,0.07386648114567962,0.3444635604857694,0.3908979593421218,0.913998600249345,0.15180254431672763,0.300411522633745,0.11854459857178617,0.23557432986074597,0.16863030144748412,1.0
5,0.33179691778720577,1.0,0.015496646808396068,0.009955820053734576,0.09102117066419403,0.17346930219323484,0.20396232091690145,0.36206661045983696,0.1230387463986927,0.11651544128212629,0.03819129776736792,0.04435749150318905,0.07978960910598867,0.06005718961095506,0.03783059056358531,0.05477746233866135,0.01948165075252215,0.043906075836125935,0.07804247001195604,0.265730007940976,0.046650295572294366,0.12418429214383324,0.03356311137661423,0.02901196626623247,0.3246063075347494,0.22177228672894855,0.9577843421082135,0.07411911959200025,0.7736268821652599,0.44019025322732586,0.3889602977795603,0.6569257290415568,0.331509660222774,0.5771467479046526,0.3648066030617165,0.48218439958845577,0.32917705529091434,0.8070591093693273,0.1792753564982386,0.5585253528678574,0.12595584545841726,0.43410364587673755,0.24172955748646768,0.5460010003458785,0.270569369221489,0.6825515217824244,0.3188827404064637,0.3598259809606148,0.35317984368029576,0.46939273434547524,0.6017677477371708,0.14654744197400413,0.44215578922249305,0.20443772288992818,0.08836781083101831,0.18930319786293237,0.09865288323770768,0.09876543209876548,0.02707123600348678,0.11798565134303235,0.08150390717055683,0.0
6,0.13166414328616335,0.16487041417193696,0.0998235498939568,0.12091513776950291,0.09779109073709252,0.12668240625098565,0.19082602763917597,0.2823106585142085,0.1593528541479175,0.10657857648013719,0.16158782401570176,0.1623803103511319,0.12939676701075845,0.15069257848750683,0.054307798757689284,0.045060162386275124,0.07060158497773616,0.034785512814483555,0.07397260102390976,0.047350686482650395,0.06938830698372311,0.05339481895096353,0.04704071487008063,0.04032339106453929,0.44147891511242143,0.20389494658281687,0.18276448623969108,0.08730031910245613,0.5958871098296117,0.4889004300251902,0.21434557815012378,0.48711068748421066,0.16543221837362226,0.6129248988026601,0.1600650950980358,0.7002235673646124,0.1579512959409564,0.8336461803769335,0.5525908070889134,0.6096566437165445,0.7246736290813458,0.6160555070239323,0.8206515257053608,0.9642896901646908,0.4597591220813627,0.5534656672285939,0.397031037682282,0.6310399159103228,0.3840165738996316,0.7496582401003925,0.3199034453613897,0.2230929273772781,0.16440050187654226,0.2828521919435993,0.10425212956027498,0.31351389762393866,0.14777576231145242,0.10288065843621402,0.04387359874923601,0.13356061904453195,0.10406948138320754,1.0
7,0.41182508303441645,0.36047680962721496,0.23716830356921392,0.1965839824445905,0.24437033876372413,0.1747652564837932,0.38709866745371935,0.2919484597760457,0.3710436343117473,0.2363061957286463,0.26369530911996464,0.22021974745957054,0.20431650661507114,0.17681285919929918,0.16140723877408303,0.20483540903663128,0.26222292608415954,0.22904875405097255,0.38172454979082426,0.4520555459360043,0.23358081506169345,0.2492912732426779,0.1080269990219499,0.1253263809331275,0.404282803263069,0.5980759673219408,0.3182112912716615,0.0018478054454739879,0.8466154802830872,0.479512841350816,0.18208594927935512,0.5683235143160964,0.15423909428200017,0.4448767200395665,0.1883197825622257,0.5287992715005498,0.26604992582185494,0.8525911929554933,0.6880860876854997,0.7048481848698497,0.36644569834670243,0.44487322239670646,0.3101921065736561,0.5517311346654511,0.38316532083458343,0.8021964788161874,0.21610417815443328,0.7940277926331653,0.08443853549918329,0.6437844227298892,0.31844639229328786,0.41864558724458817,0.16736272651308798,0.48190987315204115,0.3725736636205104,0.9617917955104912,0.6272446153549047,0.29629629629629645,0.2219333421128864,0.3446920821662629,0.5538917932074845,2.0
8,0.23471242513870602,0.15481930935824786,0.09805082450430223,0.08632142790006439,0.11511297326783831,0.09249350339197124,0.20762442520364402,0.11760007987987309,0.1546244296320976,0.06848032981346391,0.11065394334548616,0.07690588596809789,0.12042355752042791,0.09662190460956484,0.12400425053149919,0.15563901281227197,0.14838945066402984,0.11511135812315554,0.19868898852891223,0.21616721185447207,0.18203082897536313,0.26921034855933423,0.06744300766780172,0.051240450414701905,0.380280541326965,0.228852863035086,0.22585413477294036,0.04417830999806174,0.7127657411167756,0.543755409204342,0.01920935685974484,0.6507560469246695,0.07104321783155854,0.5686026553133076,0.16058025660512187,0.48847222681211744,0.15784173663660958,0.7217908325726972,0.2394785121748481,0.510105268055215,0.46796813273546595,0.4846050047497097,0.1747398706122007,0.3810078612415764,0.24525432991952445,0.5217913394417697,0.20015485378680942,0.5102926886728506,0.13821460854249912,0.5249298938111664,0.16252104794829392,0.3614179691430634,0.043893417477735897,0.5797069676467828,0.1979994164411813,0.4619065847842886,0.2584810182578016,0.15226337448559674,0.09235392293812662,0.19798342955174916,0.15885727781949416,2.0
9,0.15478268383989685,0.2514210353176431,0.10097070177050287,0.12341322047605777,0.09880587945779462,0.07317805801786723,0.11241020871192842,0.11491686511610452,0.16610745162112148,0.1310064721104856,0.1315028266048972,0.1860623389777662,0.13866376029626218,0.14324194194107215,0.10559186383768318,0.12234989131109733,0.1454080776984002,0.0893090750890685,0.2265968578412265,0.29295673134194233,0.13100429944260794,0.13839555295846412,0.09768898623808468,0.15434080186399657,0.5362181008029427,0.1279349836838972,0.1883011946446324,0.205267308260717,0.5775519504548177,0.5360725167425756,0.2707577878922518,0.39185433879429177,0.3083192779179534,0.6624124041465952,0.4052612572868903,0.3192896243344532,0.44608372135768615,0.770960634992771,0.6075107343976056,0.30209124789880204,0.691332100198631,0.5462386811126428,0.7293736499091796,0.5914835330124936,0.5459200546145997,0.501487959949768,0.3888255866431002,0.6354547413806906,0.23264693329401187,0.511475464768442,0.5818178357358693,0.3086448792016216,0.18571246221065968,0.2380439239129301,0.09196710359925492,0.12477415035372141,0.19762927649070858,0.057613168724279865,0.09128565399512557,0.27196891693474334,0.4099840458692263,1.0
