chroma_0_mean,chroma_0_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_centroid_mean,chroma_flux_mean,chroma_max,chroma_min,chroma_spread_mean,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,onset_rate,spectral_centroid_mean,spectral_decrease_mean,spectral_flux_mean,spectral_rolloff_mean,spectral_spread_mean,zcr_mean,zcr_std,CLASS
292.3497619628906,506.7737121582031,322.8536376953125,720.4264526367188,248.2252960205078,331.4432678222656,288.2855529785156,491.0987548828125,417.9618225097656,628.1002807617188,370.5135498046875,425.7815856933594,490.89501953125,965.7919921875,358.5905456542969,631.1588745117188,274.42724609375,497.8909606933594,423.850341796875,902.80517578125,368.7247314453125,613.3953247070312,458.03851318359375,1116.947998046875,5.278971502806591,990.4472045898438,13348.205078125,20.036548614501953,9.379972340496542,-0.21136474609375,0.6431236267089844,-0.06474625319242477,0.8601343631744385,-0.24480313062667847,0.953364372253418,-0.07533197104930878,0.8384832739830017,-0.13623467087745667,1.2972211837768555,-0.3435472249984741,0.7325376868247986,-1.1333143711090088,0.638891875743866,0.8416329622268677,0.5764126777648926,0.026932429522275925,0.5624477863311768,0.38858625292778015,0.5871198773384094,-0.3519018888473511,0.6517155170440674,-0.03694919869303703,0.6457797884941101,3.698356286095069,7.194753537004582,-0.5124324546157327,1.1919552087783813,429.82456140350877,389.0440420575442,104.67486533507962,88.0523215197754,3.0
260.4211120605469,346.7489929199219,281.85089111328125,366.6603698730469,340.0184326171875,484.59075927734375,183.3121795654297,229.65365600585938,179.6183319091797,242.56512451171875,258.8398132324219,545.2290649414062,244.04403686523438,377.3157958984375,192.1775665283203,223.37484741210938,261.07403564453125,431.41033935546875,253.15550231933594,321.314208984375,291.8094482421875,397.2666931152344,299.8230285644531,489.4870300292969,5.841923543218606,940.0978393554688,10637.8427734375,8.847618103027344,11.480377237347103,-0.04702843725681305,0.5019177198410034,0.028972260653972626,0.5008200407028198,0.03411376476287842,0.46862417459487915,0.03865009918808937,0.4437480568885803,0.2001679390668869,1.2342238426208496,0.0924484059214592,1.142587661743164,0.04660937562584877,0.9459370374679565,1.6953542232513428,0.627687931060791,0.2700366675853729,0.6539674997329712,0.9126320481300354,0.614514172077179,-0.013830806128680706,0.5970627665519714,0.3753070533275604,0.5408286452293396,3.298533984895602,23.708849999529903,-0.002923980828599549,1.2596484422683716,1010.0877192982456,1064.9324201190395,111.79397555609259,79.77862281488015,1.0
237.87330627441406,295.705810546875,193.6257781982422,198.80735778808594,209.21617126464844,214.9303436279297,213.6942596435547,252.7120819091797,227.94003295898438,264.6240234375,202.8583526611328,214.59686279296875,179.6881103515625,184.43287658691406,194.74337768554688,223.3430938720703,217.38307189941406,240.04605102539062,322.6159973144531,425.2701416015625,301.3320617675781,416.5322570800781,221.57164001464844,261.1963195800781,5.536725758576007,695.9745483398438,3606.82373046875,4.71824312210083,10.883739287360868,0.2650044560432434,0.5065140724182129,0.2229280322790146,0.4450738728046417,0.25118163228034973,0.45835235714912415,0.040722738951444626,0.4991930425167084,-0.07257194817066193,1.0032461881637573,0.0029330214019864798,0.7617555856704712,0.359731525182724,0.613621711730957,0.578904390335083,0.5172647833824158,0.283601850271225,0.5862930417060852,0.2512197494506836,0.5062993168830872,0.1799512654542923,0.513536810874939,0.40874409675598145,0.4637090265750885,5.0666360294117645,34.550174774383066,-0.12040837356908263,1.215503454208374,1396.9298245614034,3612.6043281516113,204.54618402452851,79.76509085193527,2.0
607.3909301757812,576.4293212890625,659.6256103515625,432.4839172363281,793.9515380859375,677.6517333984375,799.0598754882812,538.7607421875,2009.77197265625,1780.951904296875,1159.8642578125,764.0272216796875,1008.4309692382812,1336.793701171875,670.7833862304688,437.436279296875,906.6045532226562,518.7943725585938,1567.8529052734375,1226.378173828125,950.1876831054688,550.6611328125,929.880615234375,872.5344848632812,5.332384329224382,1241.4349365234375,11821.234375,1.7750935554504395,10.074757606014796,-0.034261349588632584,0.45299163460731506,0.39240381121635437,0.5428834557533264,-0.051306746900081635,0.4589124917984009,0.08533473312854767,0.5321877002716064,0.38554129004478455,0.692131757736206,-0.2474621832370758,0.8285808563232422,-1.5569357872009277,0.6699416041374207,2.158109426498413,0.5574021339416504,-0.4762742817401886,0.6897056698799133,0.2891369163990021,0.5311816334724426,0.17736689746379852,0.4801887273788452,-0.5855002999305725,0.5747641921043396,4.3895155938951556,36.35067073705591,0.009743438968343444,1.7115083932876587,1482.8947368421052,1373.5600546851153,312.33101992380426,103.78006786496161,0.0
454.2559509277344,991.043212890625,475.9494323730469,1301.05029296875,290.5762634277344,499.1929626464844,360.505859375,775.85888671875,258.5133056640625,488.61077880859375,277.7138366699219,503.4288330078125,500.5311279296875,740.1857299804688,741.3848876953125,1458.5787353515625,379.4013366699219,616.3526000976562,434.58526611328125,983.1289672851562,239.50889587402344,427.2314453125,268.1511535644531,453.73089599609375,5.2321991623990645,1222.7852783203125,18215.23828125,1.2464213371276855,8.455266600197008,-0.2656717896461487,0.6229825615882874,0.10168331116437912,0.6533941030502319,0.04073772579431534,0.6126804351806641,-0.11127600818872452,0.5327898263931274,-0.19914866983890533,0.6881230473518372,-0.047346584498882294,0.6279065608978271,-1.146400809288025,0.5324022173881531,1.3934051990509033,0.48629045486450195,-0.11773255467414856,0.5015169978141785,0.2587086260318756,0.6111513376235962,-0.3771292567253113,0.6435939073562622,-0.28145331144332886,0.6647124886512756,4.264771212794314,19.88581454280975,-0.242777200217015,1.1896661520004272,1203.5087719298244,609.2388248079895,128.43259592782258,94.84128769813837,0.0
275.5319519042969,342.4757080078125,231.79884338378906,262.9050598144531,339.4337158203125,514.2969360351562,441.8724365234375,708.7398071289062,573.5703735351562,921.31396484375,430.966552734375,595.6021728515625,661.8280639648438,1702.2398681640625,514.5331420898438,920.8475341796875,558.8060913085938,1040.9061279296875,434.9118347167969,916.56201171875,295.4209289550781,473.8258056640625,306.6663818359375,451.11041259765625,5.228629425025632,1289.5589599609375,23528.412109375,0.45891129970550537,8.22953019607619,0.015355752781033516,0.5333796143531799,0.024227803573012352,0.5062536001205444,-0.005062430165708065,0.5641602873802185,-0.12397723644971848,0.5808242559432983,-0.16254164278507233,0.8365839719772339,-0.09513244032859802,0.6087402105331421,-1.2325916290283203,0.527053952217102,1.7026287317276,0.7250545620918274,-0.06438934803009033,0.6328151226043701,0.2831188440322876,0.5891845226287842,0.07177457958459854,0.5173152089118958,0.17125962674617767,0.5428600907325745,3.131941359395824,23.978304360196102,-0.013132131618646266,1.3260353803634644,1160.5263157894735,516.1001226056096,127.76116783299577,84.55934135323443,0.0
359.5303955078125,1142.3983154296875,235.67897033691406,419.2239074707031,211.1682586669922,520.063720703125,287.442138671875,826.1295166015625,194.25502014160156,361.54766845703125,196.64337158203125,283.8856201171875,126.6656494140625,176.62815856933594,109.42854309082031,197.76246643066406,114.65251922607422,184.7898406982422,202.26473999023438,319.4021911621094,239.04019165039062,427.0319519042969,175.43280029296875,321.96746826171875,5.470253072824185,528.5232543945312,16622.3203125,1.3032938241958618,12.22790269200911,0.20451681315898895,0.7253503203392029,-0.24477624893188477,0.8338251113891602,-0.2036835253238678,0.763465940952301,-0.23745904862880707,0.686836838722229,-0.06366892904043198,0.9126982688903809,-0.21812893450260162,0.8011807203292847,-0.2469405233860016,0.7605982422828674,1.3757975101470947,0.6347220540046692,-0.4632112383842468,0.8039602041244507,0.1727437973022461,0.9666393995285034,0.0289607010781765,1.0384241342544556,0.5136124491691589,1.0188542604446411,1.099511328298534,10.254465588734433,-0.39645009488899813,0.7794896364212036,515.7894736842105,358.68615541330865,74.11893242617666,51.437083438437654,0.0
488.3197021484375,539.793212890625,384.9073791503906,427.33221435546875,368.5481872558594,337.9359130859375,383.2003479003906,400.7345886230469,404.95172119140625,435.20147705078125,343.0033874511719,370.6466369628906,423.48297119140625,504.6282958984375,499.60198974609375,681.3404541015625,546.1539916992188,796.5704956054688,593.20263671875,748.02294921875,407.41241455078125,460.3550720214844,434.22882080078125,494.1990051269531,5.469785393813378,1450.08740234375,7586.7041015625,12.203771591186523,10.67277200348212,0.26832643151283264,0.399003267288208,0.13776852190494537,0.4021322429180145,0.11536724120378494,0.4374638795852661,0.16836264729499817,0.4299834370613098,0.10288747400045395,1.198268175125122,0.1423647403717041,0.7947102189064026,-0.47709921002388,0.671862006187439,1.204952597618103,0.5040442943572998,0.2024102360010147,0.5836973786354065,0.5175312757492065,0.5499939322471619,0.23194915056228638,0.4430027902126312,0.12436699122190475,0.4727899134159088,7.033290803986068,28.978851707092957,-0.18487350147674467,2.1792705059051514,1525.877192982456,2445.2194307851796,243.33167535532795,134.52809000963524,2.0
70.79112243652344,163.69906616210938,369.86663818359375,1465.0364990234375,178.2488250732422,671.576171875,50.82683181762695,93.7698974609375,85.22801971435547,157.2620849609375,67.01036071777344,106.67354583740234,58.15690231323242,154.90994262695312,111.14583587646484,305.14691162109375,61.23236846923828,160.37857055664062,74.71517944335938,150.32305908203125,133.17994689941406,352.5251770019531,173.65414428710938,557.1319580078125,5.473164902678873,531.7244262695312,18615.927734375,4.974637031555176,9.02671304038316,0.11347765475511551,1.1337192058563232,-0.14701145887374878,1.1075232028961182,-0.22862476110458374,1.2336876392364502,-0.33381202816963196,0.8021291494369507,0.21639257669448853,0.9442753195762634,0.33478039503097534,0.7812361717224121,-0.6707422137260437,0.701377809047699,1.658395767211914,0.826878547668457,-0.6328691840171814,0.7962244749069214,-0.4771803021430969,1.0338857173919678,-0.44196468591690063,1.3175764083862305,-0.0916694775223732,1.3618048429489136,0.8996001776988006,6.063651420113273,-0.6033252429367771,0.66063392162323,451.31578947368416,526.8137052524373,83.9486162111732,64.16593143064284,0.0
266.451171875,325.867919921875,262.33984375,390.8482360839844,289.5965881347656,514.4181518554688,365.1906433105469,445.02081298828125,399.4830017089844,440.0475769042969,363.09832763671875,435.75701904296875,358.5797424316406,492.7038879394531,355.9481506347656,438.86712646484375,454.9508361816406,574.1356201171875,394.7086181640625,595.810546875,404.8016357421875,831.426025390625,430.72998046875,1048.76025390625,5.36302452304253,1129.7891845703125,12659.11328125,9.016938209533691,9.420481141009304,0.1826179325580597,0.5760616064071655,0.037331096827983856,0.6375712752342224,0.0745847150683403,0.4925074577331543,-0.2560912072658539,0.5454363822937012,-0.009311897680163383,0.9914581179618835,-0.3180297613143921,1.0937514305114746,0.7789456844329834,0.7363699078559875,0.6241205334663391,0.6991353034973145,0.4963492155075073,0.540596067905426,0.4514625072479248,0.5889015793800354,0.06207350268959999,0.5833740830421448,0.2394062727689743,0.5365404486656189,6.7969791203909375,35.179885903707685,-0.3044967582570551,1.8543983697891235,1439.9122807017543,5366.717451341448,323.95255402668676,115.60947651623019,2.0
